"ID"	"Name"	"RA"	"DEC"	"Obj. Type"	"Redshift"	"Host Name"	"Host Redshift"	"Discovering Group/s"	"Classifying Group/s"	"Associated Group/s"	"Disc. Internal Name"	"Disc. Instrument/s"	"Class. Instrument/s"	"TNS AT"	"Public"	"End Prop. Period"	"Discovery Mag"	"Discovery Mag Filter"	"Discovery Date (UT)"	"Sender"	"Ext. catalog/s"
"15475"	"SN 2016haa"	"09:03:34.498"	"+41:42:45.47"	"SN Ia"	"0.04"	"2MASX J09033461+4142367 "	"0.040476"	"ASAS-SN, GaiaAlerts, Pan-STARRS1"	""	"ASAS-SN; GaiaAlerts; Pan-STARRS1"	"ASASSN-16lm"	"ASASSN-1 - Brutus, Gaia - Gaia-photometric, PS1 - GPC1"	"NOT - ALFOSC"	"1"	"1"	""	"17.3"	"V-Johnson"	"2016-10-09 14:38:24"	"Stanek"	""
"15473"	"SN 2016gzy"	"00:42:58.753"	"+31:02:12.15"	"SN Ia"	"0.116"	""	""	"Pan-STARRS1, iPTF"	"iPTF"	"iPTF; Pan-STARRS1"	"PS16eov"	"P48 - CFH12k, PS1 - GPC1"	"P60 - SEDM"	"1"	"1"	""	"19.79"	"i-Sloan"	"2016-10-10 07:43:40"	"PS1_Bot1"	""
"15442"	"SN 2016gyt"	"19:00:32.429"	"+54:34:09.70"	"SN II"	"0.026"	"IRAS F18594+5429"	""	"ASAS-SN"	""	"ASAS-SN"	"ASASSN-16ll"	"ASASSN-2 - Cassius, ASASSN-1 - Brutus"	"NOT - ALFOSC"	"1"	"1"	""	"17.1"	"V-Johnson"	"2016-09-26 06:43:12"	"Stanek"	""
"15438"	"SN 2016gyp"	"02:06:52.141"	"+42:32:13.14"	"SN II"	"0.07"	""	""	"iPTF, Pan-STARRS1"	"iPTF"	"iPTF; Pan-STARRS1"	"iPTF16gyp"	"P48 - CFH12k, PS1 - GPC1"	"P60 - SEDM"	"1"	"1"	""	"19.221"	"g-PTF"	"2016-10-07 11:11:02"	"iPTF_Bot1"	""
"15431"	"SN 2016gyi"	"00:54:15.825"	"-02:26:49.65"	"SN Ia"	"0.075"	""	""	"iPTF"	"iPTF"	"iPTF"	"iPTF16gyi"	"P48 - CFH12k"	"P60 - SEDM"	"1"	"1"	"2016-11-02"	"20.2985"	"R-PTF"	"2016-10-07 08:42:43"	"iPTF_Bot1"	""
"15427"	"SN 2016gye"	"17:48:12.379"	"+17:37:31.58"	"SN Ia"	"0.021171"	"ARK 530"	"0.021171"	"ASAS-SN"	""	"ASAS-SN"	"ASASSN-16lg"	"ASASSN-1 - Brutus"	"NOT - ALFOSC"	"1"	"1"	""	"16.2"	"V-Johnson"	"2016-10-06 04:48:00"	"Stanek"	""
"15426"	"SN 2016gyd"	"23:16:40.005"	"+29:53:43.73"	"SN Ia"	"0.117"	""	""	"iPTF"	"iPTF"	"iPTF"	"iPTF16gyd"	"P48 - CFH12k"	"DCT - Deveny-LMI"	"1"	"1"	"2016-11-01"	"19.9992"	"R-PTF"	"2016-10-07 06:07:12"	"iPTF_Bot1"	""
"15412"	"SN 2016gxq"	"08:17:26.827"	"+21:41:25.55"	"SN Ia"	"0.015"	"UGC 4308  "	"0.0119"	"SNHunt, GaiaAlerts, Pan-STARRS1"	"PESSTO"	"CRTS; GaiaAlerts; Pan-STARRS1; SNHunt"	""	"Other - Other, Gaia - Gaia-photometric, PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.9"	"V-crts-CRTS"	"2016-10-04 10:53:21"	"Drake"	""
"15411"	"SN 2016gxp"	"00:14:34.650"	"+48:15:08.10"	"SN Ia"	"0.0186"	"NGC 51"	""	"POSS, GaiaAlerts"	""	"GaiaAlerts; POSS"	""	"Other - Other, Gaia - Gaia-photometric"	"Other - Other"	"1"	"1"	""	"18.6"	"Clear-"	"2016-10-05 07:36:46"	"Puckett"	""
"15382"	"SN 2016gwm"	"23:48:42.077"	"+30:33:29.59"	"SN II"	"0.05"	""	""	"iPTF"	"iPTF"	"iPTF"	"iPTF16gwm"	"P48 - CFH12k"	"P200 - DBSP"	"1"	"1"	"2016-10-29"	"19.106"	"g-PTF"	"2016-10-05 08:39:50"	"iPTF_Bot1"	""
"15381"	"SN 2016gwl"	"09:23:28.020"	"-23:10:10.74"	"SN Ia"	"0.009"	""	""	"GaiaAlerts, Pan-STARRS1"	"PESSTO"	"GaiaAlerts; Pan-STARRS1"	"Gaia16bkz"	"Gaia - Gaia-photometric, PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"15.95"	"G-Gaia"	"2016-10-02 22:09:07"	"Gaia_Bot1"	""
"15350"	"SN 2016gvg"	"03:13:12.860"	"+02:08:37.57"	"SN Ia"	"0.048"	"GALEXASC J031313.01+020835.8"	""	"PTSS, Pan-STARRS1"	"PESSTO"	"Pan-STARRS1; PTSS"	"PTSS-16ppi"	"CNEOST - STA1600, PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.9"	"r-Sloan"	"2016-10-03 18:38:51"	"Li"	""
"15347"	"SN 2016gvd"	"01:20:22.630"	"-00:04:20.20"	"SN Ia"	"0.077"	""	""	"iPTF"	""	"iPTF"	""	"P48 - CFH12k, Other - Other"	"Lijiang-2.4m - YFOSC"	"1"	"1"	""	"18.6"	"Clear-"	"2016-10-09 22:39:24"	"Sárneczky"	""
"15346"	"SN 2016gvc"	"02:15:22.180"	"-05:18:26.77"	"SN Ia"	"0.045"	""	""	"Pan-STARRS1"	"PESSTO"	"Pan-STARRS1"	"PS16emb"	"PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.36"	"z-Sloan"	"2016-09-30 14:57:07"	"PS1_Bot1"	""
"15338"	"SN 2016guu"	"23:54:57.930"	"-63:27:13.32"	"SN Ia"	"0.07"	""	""	"GaiaAlerts"	"PESSTO"	"GaiaAlerts"	"Gaia16bkr"	"Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.31"	"G-Gaia"	"2016-09-30 15:57:36"	"Gaia_Bot1"	""
"15320"	"SN 2016guc"	"00:27:30.312"	"+30:59:35.88"	"SN Ia"	"0.031"	"CGCG500-22"	""	"SNHunt, Pan-STARRS1"	"ASAS-SN"	"CRTS; Pan-STARRS1; SNHunt"	""	"Other - Other, PS1 - GPC1"	"MDM-2.4 - OSMOS"	"1"	"1"	""	"18.5"	"V-crts-CRTS"	"2016-10-01 08:23:47"	"Drake"	""
"15309"	"SN 2016gtr"	"19:29:00.500"	"-51:58:16.07"	"SN Ia"	"0.014"	"GALEXASC J192901.47-515813.5"	""	"ASAS-SN, GaiaAlerts"	"PESSTO"	"ASAS-SN; GaiaAlerts"	"ASASSN-16lc"	"ASASSN-1 - Brutus, ASASSN-2 - Cassius, Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"16"	"V-Johnson"	"2016-09-30 02:09:36"	"Stanek"	""
"15308"	"SN 2016gtq"	"22:40:37.823"	"-01:38:28.28"	"SN Ia"	"0.059"	""	""	"ATLAS"	"PESSTO"	"ATLAS"	"ATLAS16dbc"	"ATLAS1 - ACAM1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.48"	"cyan-ATLAS"	"2016-09-27 09:20:09"	"ATLAS_Bot1"	""
"15294"	"SN 2016gtc"	"05:14:53.390"	"+06:15:16.90"	"SN II"	"0.03"	"PGC16977"	""	"ISSP"	"PESSTO"	"ISSP"	""	"Other - Other"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.7"	"Clear-"	"2016-09-28 01:55:12"	"Ciabattari"	""
"15269"	"SN 2016gsn"	"02:29:17.482"	"+18:05:16.33"	"SN Ia"	"0.018"	"2MASXi J0229172+180515"	""	"ASAS-SN, Pan-STARRS1"	"PESSTO"	"ASAS-SN; Pan-STARRS1"	"ASASSN-16la"	"ASASSN-2 - Cassius, ASASSN-1 - Brutus, PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"16.3"	"V-Johnson"	"2016-09-29 11:02:24"	"Stanek"	""
"15266"	"SN 2016gsk"	"20:41:09.964"	"-05:05:58.25"	"SN Ic"	"0.021"	""	""	"ATLAS"	"PESSTO"	"ATLAS"	"ATLAS16czw"	"ATLAS1 - ACAM1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.71"	"cyan-ATLAS"	"2016-09-27 07:53:45"	"ATLAS_Bot1"	""
"15260"	"SN 2016gse"	"02:45:11.130"	"-09:07:13.25"	"SN Ia"	"0.043"	""	""	"ATLAS"	"PESSTO"	"ATLAS"	"ATLAS16czq"	"ATLAS1 - ACAM1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.66"	"cyan-ATLAS"	"2016-09-28 13:14:52"	"ATLAS_Bot1"	""
"15259"	"SN 2016gsd"	"02:40:34.440"	"+19:16:59.90"	"SN II"	"0.06"	""	""	""	""	""	""	"Other - Other"	""	"1"	"1"	""	"17.7"	"Clear-"	"2016-09-29 17:36:40"	"Itagaki"	""
"15257"	"SN 2016gsb"	"06:04:28.140"	"-20:20:24.94"	"SN Ia"	"0.0097"	"ESO 555- G 029 "	"0.00965"	"ASAS-SN, GaiaAlerts"	"PESSTO"	"ASAS-SN; GaiaAlerts"	"ASASSN-16kz"	"AST3 - AST3-Cam, ASASSN-2 - Cassius, Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"15.9"	"V-Johnson"	"2016-09-29 06:43:12"	"Stanek"	""
"15255"	"SN 2016grz"	"01:55:32.950"	"+33:49:22.70"	"SN Ia"	"0.087"	"SDSS J015533.01+334921.3"	""	"TNTS"	"TNTS"	"TNTS"	""	"BAO-0.6m - BATC"	"Lijiang-2.4m - YFOSC"	"1"	"1"	""	"19.1"	"Clear-"	"2016-09-28 19:12:00"	"Li"	""
"15245"	"SN 2016grp"	"01:39:06.650"	"-29:54:37.30"	"SN II"	"0.02"	"NGC 642"	""	""	"PESSTO"	""	""	"Other - Other"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.5"	"Clear-"	"2016-09-21 22:29:16"	"Monard"	""
"15240"	"SN 2016grk"	"21:19:41.310"	"+21:57:56.30"	"SN II"	"0.018"	"UGC 11722"	""	"POSS, iPTF, GaiaAlerts, Pan-STARRS1"	"PESSTO"	"GaiaAlerts; iPTF; Pan-STARRS1; POSS"	""	"P48 - CFH12k, Other - Other, Gaia - Gaia-photometric, PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.7"	"Clear-"	"2016-09-30 05:29:57"	"Puckett"	""
"15239"	"SN 2016grj"	"21:38:24.607"	"-04:45:46.76"	"SN Ia"	"0.119"	""	""	"Pan-STARRS1"	"PESSTO"	"Pan-STARRS1"	"PS16elm"	"PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"19.54"	"w-PS1"	"2016-09-26 07:13:26"	"PS1_Bot1"	""
"15237"	"SN 2016grh"	"21:25:40.667"	"-02:13:29.41"	"SN Ia"	"0.096"	""	""	"Pan-STARRS1"	"PESSTO"	"Pan-STARRS1"	"PS16ell"	"PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"19.23"	"w-PS1"	"2016-09-26 07:12:00"	"PS1_Bot1"	""
"15230"	"SN 2016gra"	"02:15:54.456"	"+04:11:41.20"	"SN II"	"0.032"	""	""	"Pan-STARRS1"	"PESSTO"	"Pan-STARRS1"	"PS16elt"	"PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"20.09"	"w-PS1"	"2016-09-27 10:59:31"	"PS1_Bot1"	""
"15225"	"SN 2016gqv"	"04:02:48.530"	"+01:58:15.60"	"SN Ic-pec"	"0.012"	"UGC 02936"	""	"POSS, Pan-STARRS1"	"PESSTO"	"Pan-STARRS1; POSS"	""	"Other - Other, PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"19.5"	"Clear-"	"2016-09-28 12:26:55"	"Puckett"	""
"15206"	"SN 2016gqc"	"05:08:05.220"	"-41:41:13.70"	"SN Ia"	"0.048"	"2MASX J05080487-4141151"	"0.04453"	"ASAS-SN"	"PESSTO"	"ASAS-SN"	"ASASSN-16kw"	"ASASSN-2 - Cassius"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17"	"V-Johnson"	"2016-09-27 08:09:36"	"Holoien"	""
"15205"	"SN 2016gqb"	"05:07:39.670"	"-19:32:57.20"	"SN Ia"	"0.03"	"2MASX J05073951-1932539"	"0.030434"	"ASAS-SN"	"LCOGT SN-KP"	"ASAS-SN"	"ASASSN-16kv"	"ASASSN-2 - Cassius"	"FTS - FLOYDS-S"	"1"	"1"	""	"17.1"	"V-Johnson"	"2016-09-27 05:31:12"	"Holoien"	""
"15172"	"SN 2016gou"	"18:08:06.501"	"+25:24:31.32"	"SN Ia"	"0.016"	""	""	"ATLAS"	"LCOGT SN-KP"	"ATLAS"	"ATLAS16cxr"	"ATLAS1 - ACAM1"	"FTN - FLOYDS-N"	"1"	"1"	""	"17.64"	"orange-ATLAS"	"2016-09-22 05:58:33"	"ATLAS_Bot1"	""
"15167"	"SN 2016gop"	"21:00:02.398"	"+16:16:08.17"	"SN II"	"0.02"	""	""	"iPTF, GaiaAlerts"	"iPTF"	"GaiaAlerts; iPTF"	"iPTF16gop"	"P48 - CFH12k, Gaia - Gaia-photometric"	"P60 - SEDM"	"1"	"1"	""	"18.3499"	"g-PTF"	"2016-09-26 04:23:31"	"iPTF_Bot1"	""
"15164"	"SN 2016gom"	"03:18:13.240"	"-50:53:05.32"	"SN Ia"	"0.062"	""	""	"GaiaAlerts"	"PESSTO"	"GaiaAlerts"	"Gaia16bjz"	"Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.56"	"G-Gaia"	"2016-09-23 21:28:48"	"Gaia_Bot1"	""
"15162"	"SN 2016gok"	"14:32:41.460"	"+52:04:50.84"	"SN Ia"	"0.086"	""	""	"GaiaAlerts"	""	"GaiaAlerts"	"Gaia16bjx"	"Gaia - Gaia-photometric"	"NOT - ALFOSC"	"1"	"1"	""	"18.82"	"G-Gaia"	"2016-09-23 18:27:21"	"Gaia_Bot1"	""
"15161"	"SN 2016goj"	"22:33:13.730"	"-40:38:35.84"	"SN II"	"0.039"	""	""	"GaiaAlerts"	"PESSTO"	"GaiaAlerts"	"Gaia16bjv"	"Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.69"	"G-Gaia"	"2016-09-22 04:17:45"	"Gaia_Bot1"	""
"15122"	"SN 2016gmw"	"01:04:33.540"	"-01:59:01.92"	"SN Ia"	"0.06"	""	""	"iPTF, Pan-STARRS1"	"iPTF"	"iPTF; Pan-STARRS1"	"iPTF16gmw"	"P48 - CFH12k, PS1 - GPC1"	"P60 - SEDM"	"1"	"1"	""	"17.9125"	"g-PTF"	"2016-09-24 09:53:16"	"iPTF_Bot1"	""
"15119"	"SN 2016gmt"	"01:01:31.363"	"+38:32:42.52"	"SN Ia"	"0.15"	""	""	"iPTF"	"iPTF"	"iPTF"	"iPTF16gmt"	"P48 - CFH12k"	"P60 - SEDM"	"1"	"1"	"2016-10-27"	"19.7729"	"R-PTF"	"2016-09-24 12:10:04"	"iPTF_Bot1"	""
"15107"	"SN 2016gmh"	"00:56:06.587"	"+14:20:44.66"	"SN Ia"	"0.08389"	""	""	"Pan-STARRS1, iPTF"	"iPTF"	"iPTF; Pan-STARRS1"	"PS16enk"	"P48 - CFH12k, PS1 - GPC1"	"P60 - SEDM"	"1"	"1"	""	"19.08"	"w-PS1"	"2016-10-06 11:08:09"	"PS1_Bot1"	""
"15106"	"SN 2016gmg"	"21:23:41.850"	"+33:06:52.56"	"SN Ia"	"0.049"	"2MASX J21234100+3307075"	"0.049"	"PTSS, GaiaAlerts"	"PTSS"	"GaiaAlerts; PTSS"	"PTSS-16opy"	"CNEOST - STA1600, Gaia - Gaia-photometric"	"Lijiang-2.4m - YFOSC"	"1"	"1"	""	"18.8"	"r-Sloan"	"2016-09-23 11:31:47"	"Li"	""
"15101"	"SN 2016gmb"	"00:34:44.670"	"-06:09:34.39"	"SN Ia"	"0.058"	"GALEXASC J003445.02-060936.8"	""	"PTSS"	"PESSTO"	"PTSS"	"PTSS-16oqc"	"CNEOST - STA1600"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.9"	"r-Sloan"	"2016-09-23 15:58:27"	"Li"	""
"15099"	"SN 2016glz"	"00:05:53.594"	"+08:25:48.58"	"SN Ia"	"0.02"	""	""	"iPTF, Pan-STARRS1"	"iPTF"	"iPTF; Pan-STARRS1"	"iPTF16glz"	"P48 - CFH12k, PS1 - GPC1, Other - Other"	"P60 - SEDM"	"1"	"1"	""	"17.8559"	"R-PTF"	"2016-09-23 10:27:50"	"iPTF_Bot1"	""
"15091"	"SN 2016glr"	"00:07:51.919"	"-25:15:09.20"	"SN Ia"	"0.156"	""	""	"Pan-STARRS1"	"PESSTO"	"Pan-STARRS1"	"PS16ejr"	"PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"19.73"	"r-Sloan"	"2016-09-21 09:56:09"	"PS1_Bot1"	""
"15089"	"SN 2016glp"	"23:36:14.007"	"+23:41:45.37"	"SN Ia"	"0.087"	""	""	"Pan-STARRS1, iPTF"	"PESSTO"	"iPTF; Pan-STARRS1"	"PS16ejp"	"PS1 - GPC1, P48 - CFH12k"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"19.49"	"i-Sloan"	"2016-09-19 12:02:52"	"PS1_Bot1"	""
"15088"	"SN 2016glo"	"02:39:43.345"	"-16:00:08.26"	"SN Ib/c"	"0.055"	""	""	"Pan-STARRS1"	"PESSTO"	"Pan-STARRS1"	"PS16ekc"	"PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"19.71"	"i-Sloan"	"2016-09-22 12:44:38"	"PS1_Bot1"	""
"15080"	"SN 2016glg"	"01:07:21.990"	"+04:11:33.09"	"SN Ia"	"0.1"	""	""	"iPTF, Pan-STARRS1"	"iPTF"	"iPTF; Pan-STARRS1"	"iPTF16glg"	"P48 - CFH12k, PS1 - GPC1"	"P60 - SEDM"	"1"	"1"	""	"19.019"	"g-PTF"	"2016-09-23 12:12:57"	"iPTF_Bot1"	""
"15075"	"SN 2016glb"	"02:10:08.160"	"-48:38:24.32"	"SN II"	"0.046"	""	""	"GaiaAlerts"	"PESSTO"	"GaiaAlerts"	"Gaia16bjo"	"Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.89"	"G-Gaia"	"2016-09-21 21:37:26"	"Gaia_Bot1"	""
"15067"	"SN 2016gkt"	"23:59:26.189"	"-24:25:26.73"	"SN Ia"	"0.051"	""	""	"Pan-STARRS1"	"PESSTO"	"Pan-STARRS1"	"PS16ejh"	"PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.59"	"r-Sloan"	"2016-09-21 09:07:12"	"PS1_Bot1"	""
"15062"	"SN 2016gko"	"17:20:57.550"	"+24:54:35.28"	"SN Ia"	"0.06"	""	""	"GaiaAlerts"	"NUTS"	"GaiaAlerts"	"Gaia16bji"	"Gaia - Gaia-photometric"	"NOT - ALFOSC"	"1"	"1"	""	"18.1"	"G-Gaia"	"2016-09-20 23:47:02"	"Gaia_Bot1"	""
"15060"	"SN 2016gkm"	"08:42:53.060"	"+25:04:15.31"	"SN Ib/c"	"0.017"	""	""	"GaiaAlerts, iPTF, Pan-STARRS1"	""	"GaiaAlerts; iPTF; Pan-STARRS1"	"Gaia16bjf"	"Gaia - Gaia-photometric, P48 - CFH12k, PS1 - GPC1"	"Other - Other"	"1"	"1"	""	"17.21"	"G-Gaia"	"2016-09-21 07:33:36"	"Gaia_Bot1"	""
"15054"	"SN 2016gkg"	"01:34:14.460"	"-29:26:25.00"	"SN IIb"	"0.0049"	"NGC 613"	"0.00492"	"Pan-STARRS1, GaiaAlerts"	""	"GaiaAlerts; Pan-STARRS1"	""	"Other - Other, PS1 - GPC1, Gaia - Gaia-photometric"	"SALT - RSS, SOAR - Goodman"	"1"	"1"	""	"17.6"	"Clear-"	"2016-09-20 05:57:45"	"Otero"	""
"15052"	"SN 2016gke"	"00:56:11.500"	"-46:44:35.84"	"SN Ia"	"0.082"	""	""	"GaiaAlerts"	"PESSTO"	"GaiaAlerts"	"Gaia16bjd"	"Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"19.25"	"G-Gaia"	"2016-09-06 21:37:26"	"Gaia_Bot1"	""
"15051"	"SN 2016gkd"	"02:21:22.270"	"-42:20:39.41"	"SN Ia-91bg-like"	"0.057"	""	""	"GaiaAlerts"	"PESSTO"	"GaiaAlerts"	"Gaia16bjc"	"Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.95"	"G-Gaia"	"2016-09-18 23:18:14"	"Gaia_Bot1"	""
"15044"	"SN 2016gjw"	"08:29:33.080"	"+29:58:55.63"	"SN Ia"	"0.065"	""	""	"GaiaAlerts, iPTF"	"iPTF"	"GaiaAlerts; iPTF"	"Gaia16biv"	"Gaia - Gaia-photometric, P48 - CFH12k"	"P60 - SEDM"	"1"	"1"	""	"18.74"	"G-Gaia"	"2016-09-19 03:17:16"	"Gaia_Bot1"	""
"15014"	"SN 2016gis"	"17:53:44.210"	"-00:26:06.11"	"SN Ia"	"0.024"	""	""	"GaiaAlerts"	"PESSTO"	"GaiaAlerts"	"Gaia16bij"	"Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.95"	"G-Gaia"	"2016-09-17 23:22:33"	"Gaia_Bot1"	""
"15010"	"SN 2016gio"	"20:41:57.260"	"-40:28:20.46"	"SN Ia"	"0.094"	""	""	"GaiaAlerts"	"PESSTO"	"GaiaAlerts"	"Gaia16bif"	"Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.81"	"G-Gaia"	"2016-09-16 10:30:43"	"Gaia_Bot1"	""
"15007"	"SN 2016gil"	"08:10:13.710"	"+33:57:25.67"	"SN II"	"0.018"	""	""	"GaiaAlerts, Pan-STARRS1"	""	"GaiaAlerts; Pan-STARRS1"	"Gaia16bic"	"Gaia - Gaia-photometric, PS1 - GPC1"	"LT - SPRAT"	"1"	"1"	""	"18"	"G-Gaia"	"2016-09-17 07:30:43"	"Gaia_Bot1"	""
"14990"	"SN 2016ghu"	"04:27:03.260"	"-06:10:24.24"	"SN Ia"	"0.031"	""	""	"GaiaAlerts, Pan-STARRS1"	""	"GaiaAlerts; Pan-STARRS1"	"Gaia16bhj"	"Gaia - Gaia-photometric, PS1 - GPC1"	"NOT - ALFOSC"	"1"	"1"	""	"17.33"	"G-Gaia"	"2016-09-15 02:41:16"	"Gaia_Bot1"	""
"14985"	"SN 2016ghp"	"04:20:53.440"	"-03:09:38.74"	"SN Ia"	"0.041"	""	""	"GaiaAlerts"	"PESSTO"	"GaiaAlerts"	"Gaia16bhh"	"Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.53"	"G-Gaia"	"2016-09-14 04:24:57"	"Gaia_Bot1"	""
"14984"	"SN 2016gho"	"04:17:50.460"	"-04:47:42.32"	"SN Ia"	"0.038"	""	""	"GaiaAlerts"	"PESSTO"	"GaiaAlerts"	"Gaia16bhg"	"Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.07"	"G-Gaia"	"2016-09-14 08:41:16"	"Gaia_Bot1"	""
"14978"	"SN 2016ghi"	"02:55:02.360"	"-23:09:44.75"	"SN Ic"	"0.042"	""	""	"GaiaAlerts, Pan-STARRS1"	"PESSTO"	"GaiaAlerts; Pan-STARRS1"	"Gaia16bgz"	"Gaia - Gaia-photometric, PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.63"	"G-Gaia"	"2016-09-13 09:08:38"	"Gaia_Bot1"	""
"14959"	"SN 2016ggp"	"20:32:39.470"	"-56:58:36.73"	"SN Ia"	"0.048"	""	""	"GaiaAlerts"	"PESSTO"	"GaiaAlerts"	"Gaia16bgd"	"Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.27"	"G-Gaia"	"2016-09-10 16:19:12"	"Gaia_Bot1"	""
"14947"	"SN 2016ggd"	"01:12:32.462"	"-17:27:18.22"	"SN II"	"0.045"	""	""	"ATLAS"	"PESSTO"	"ATLAS"	"ATLAS16csz"	"ATLAS1 - ACAM1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.33"	"cyan-ATLAS"	"2016-09-08 12:28:48"	"ATLAS_Bot1"	""
"14945"	"SN 2016ggb"	"01:53:12.541"	"-49:33:39.47"	"SN Ia"	""	"ESO 197-G 010"	"0.020588"	"ASAS-SN"	"ASAS-SN"	"ASAS-SN"	"ASASSN-16km"	"ASASSN-2 - Cassius"	"LCO-duPont - BC-duPont"	"1"	"1"	""	"16.3"	"V-Johnson"	"2016-09-12 08:09:36"	"Brown"	""
"14942"	"SN 2016gfy"	"07:26:43.670"	"+85:45:51.70"	"SN II"	"0.008"	"NGC2276"	""	"GaiaAlerts, Pan-STARRS1"	"NUTS"	"GaiaAlerts; Pan-STARRS1"	""	"Other - Other, Gaia - Gaia-photometric, PS1 - GPC1"	"NOT - ALFOSC"	"1"	"1"	""	"16.3"	"Clear-"	"2016-09-13 02:29:24"	"Dimai"	""
"14938"	"SN 2016gfu"	"00:10:36.443"	"-06:38:08.97"	"SN IIP"	"0.027"	""	""	"ATLAS, Pan-STARRS1, GaiaAlerts"	"PESSTO"	"ATLAS; GaiaAlerts; Pan-STARRS1"	"ATLAS16crz"	"ATLAS1 - ACAM1, PS1 - GPC1, Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.24"	"cyan-ATLAS"	"2016-09-08 11:25:26"	"ATLAS_Bot1"	""
"14937"	"SN 2016gft"	"01:21:44.062"	"-11:46:10.22"	"SN II"	"0.009"	""	""	"ATLAS, GaiaAlerts"	"PESSTO"	"ATLAS; GaiaAlerts"	"ATLAS16csb"	"ATLAS1 - ACAM1, Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.9"	"cyan-ATLAS"	"2016-09-08 12:25:55"	"ATLAS_Bot1"	""
"14935"	"SN 2016gfr"	"18:19:35.570"	"+23:47:09.20"	"SN Ia"	"0.014"	"PGC 1693718"	""	"POSS"	""	"POSS"	""	"Other - Other"	"Other - Other"	"1"	"1"	""	"17.6"	"Clear-"	"2016-09-12 05:22:23"	"Puckett"	""
"14928"	"SN 2016gfk"	"01:14:06.470"	"-32:39:25.80"	"SN Ia"	"0.012"	"IC1657"	""	"BOSS"	"PESSTO"	"BOSS"	""	"Other - Other"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17"	"Clear-"	"2016-09-11 11:36:28"	"Parker"	""
"14913"	"SN 2016gev"	"01:12:07.437"	"+41:46:28.71"	"SN Ia"	"0.07"	""	""	"iPTF, Pan-STARRS1"	"iPTF"	"iPTF; Pan-STARRS1"	"iPTF16gev"	"P48 - CFH12k, PS1 - GPC1"	"Gemini-N - GMOS"	"1"	"1"	""	"20.0768"	"g-PTF"	"2016-09-11 10:26:24"	"iPTF_Bot1"	""
